species,lifestage,URL,SAME_AS,LOCAL_PATH,hex,rgb,Layer.ID,WMS,wmsURL
YELLOWTAILSNAPPER,postLarvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg5vkxp001q2slujvqmbla8/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,YELLOWTAILSNAPPER/BANDEDRUDDERFISH,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Yellowtail SnapperpostLarvae,#4DAF4A,"rgb(77,175,74)",150,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/150
YELLOWTAILSNAPPER,eggs,https://api.mapbox.com/styles/v1/gulffish123/ciykcww1u001d2sp92gws3hzn/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Yellowtail Snapper\eggs,#F781BF,"rgb(247,129,191)",142,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/142
BANDEDRUDDERFISH,earlyJuvenile,https://api.mapbox.com/styles/v1/gulffish123/ciykdbrdw00192rqq0w058sx0/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Banded Rudderfish\earlyJuveniles,#984EA3,"rgb(152,78,163)",143,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/143
BANDEDRUDDERFISH,lateJuvenile,https://api.mapbox.com/styles/v1/gulffish123/ciykdcr8a001f2snnx1tlv456/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Banded Rudderfish/lateJuveniles,#FF7F00,"rgb(255,127,0)",144,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/144
BANDEDRUDDERFISH,adult,https://api.mapbox.com/styles/v1/gulffish123/ciykddmnk001i2smg74h48yg4/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Banded Rudderfish\adults,#ffff33,"rgb(255,255,51)",145,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/145
BANDEDRUDDERFISH,spawningAdult,https://api.mapbox.com/styles/v1/gulffish123/ciykdec01001h2sp96syvzmms/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Banded Rudderfish\spawningAdults,#a65628,"rgb(166,86,40)",146,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/146
GREATERAMBERJACK,eggs,.,UNMAPPABLE,.,#F781BF,"rgb(247,129,191)",.,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/.
LESSERAMBERJACK,earlyJuvenile,.,UNMAPPABLE,.,#984EA3,"rgb(152,78,163)",.,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/.
SPANISHMACKEREL,lateJuvenile,https://api.mapbox.com/styles/v1/gulffish123/ciykdf2m5001j2smgtj3lr3cu/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spanish Mackerel\lateJuveniles,#FF7F00,"rgb(255,127,0)",147,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/147
SPANISHMACKEREL,spawningAdult,https://api.mapbox.com/styles/v1/gulffish123/ciykdfsv6000y2rnoq8pqvycn/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg,UNIQUE,X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spanish Mackerel\spawningAdults,#a65628,"rgb(166,86,40)",148,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/,http://portal.gulfcouncil.org/arcgis/rest/services/CoralWorkingGroup/EFHLayers/MapServer/148
ALMACOJACK,lateJuvenile,,UNIQUE,,,,,,
